ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
636-07-9382|4487623039111425|Joseph|Maxwell|M|228 John Branch Suite 248|Miami|FL|33138|25.8521|-80.1821|1737737|Advertising art director|1963-02-20|556202186507|adults_50up_male_urban.json
404-18-2737|675922395941|Joel|Gibson|M|329 Carlos Lane|Modesto|CA|95351|37.6236|-120.9966|255354|Copy|1974-12-07|313535075309|adults_2550_male_urban.json
542-63-6472|180087859964867|Christopher|Hodge|M|31954 Cassandra Loop|Lincoln|CA|95648|38.8942|-121.2908|47354|Museum/gallery exhibitions officer|1995-09-05|328032182625|adults_2550_male_urban.json
025-41-7983|4362792463200|Stephanie|Mckee|F|6775 Steven Mall Apt. 321|Loveland|CO|80537|40.3849|-105.0916|82751|Hotel manager|1969-09-17|57441045710|adults_50up_female_urban.json
477-50-7101|2720458870715534|Emily|Hunter|F|28400 Crystal Landing|Indianapolis|IN|46239|39.7265|-86.0005|910148|Aeronautical engineer|1985-12-05|444307317250|adults_2550_female_urban.json
818-79-7542|374508917768087|Monica|Knight|F|65742 Kathleen Flat|Moravian Falls|NC|28654|36.0788|-81.1781|3495|Chief Financial Officer|1952-05-14|423556250187|adults_50up_female_urban.json
404-29-0687|570236936268|Kimberly|Scott|F|12047 Jeffery Expressway|Beacon|NY|12508|41.5097|-73.9634|19880|Research officer, political party|1931-05-20|86389990188|adults_50up_female_urban.json
471-44-6097|30498855829842|Robert|Osborne|M|06745 Porter Stream|Orange|CA|92868|33.7875|-117.8776|141692|Ophthalmologist|1960-10-11|328958815917|adults_50up_male_urban.json
110-19-9094|4372188566698|Gary|Miller|M|715 Ryan Via|Lakewood|NJ|08701|40.085|-74.2042|92843|Podiatrist|1970-10-06|455928155661|adults_50up_male_urban.json
032-43-6069|2263776936634396|Regina|Rogers|F|611 Christopher Street Apt. 286|San Francisco|CA|94108|37.7929|-122.4079|805301|Research officer, government|1943-02-06|102635035220|adults_50up_female_urban.json
156-07-0035|30202455910246|Erin|Williams|F|90326 Rodriguez Ramp|Miami|FL|33183|25.7|-80.413|1737737|Horticulturist, amenity|1958-01-17|921766274898|adults_50up_female_urban.json
074-79-4661|4794281793406529|Melissa|Patrick|F|446 Roman Freeway Suite 533|Bernardsville|NJ|07924|40.7225|-74.5778|7534|Psychologist, clinical|1998-11-24|773732864736|young_adults_female_urban.json
038-11-0963|3521722145593763|Jennifer|Spears|F|370 Moore Fields Suite 100|Statesboro|GA|30458|32.4408|-81.774|54956|Forensic psychologist|1971-04-12|203536606385|adults_50up_female_urban.json
475-85-6513|3572565920246174|Shawn|Cook|M|38974 Jennifer Mall|San Antonio|TX|78223|29.3579|-98.4356|1595797|Arboriculturist|1954-12-06|11900752851|adults_50up_male_urban.json
370-92-5620|3550178332584863|Stacy|Chaney|F|0798 Ryan Throughway|Birmingham|AL|35244|33.3538|-86.8254|493806|Programmer, multimedia|1979-06-27|309428830047|adults_2550_female_urban.json
019-53-9656|4767993593744031|Mary|Riley|F|0830 Stephanie Mission Apt. 606|Miami|FL|33155|25.7392|-80.3103|1737737|Art gallery manager|1949-04-26|85721695122|adults_50up_female_urban.json
549-70-6829|676149079383|Mary|Roberts|F|68528 Alexis Meadow|Pensacola|FL|32505|30.4481|-87.2589|254917|Cartographer|1983-04-23|710081680991|adults_2550_female_urban.json
492-03-1630|4244626325144889|Mark|Jones|M|03142 Kathy Junction|Brookhaven|PA|19015|39.8654|-75.3885|16632|Community development worker|1983-05-10|843963062529|adults_2550_male_urban.json
477-66-2001|30415152638403|Susan|Oliver|F|22528 Timothy Throughway|Seaside|CA|93955|36.6217|-121.7935|33359|Make|1996-03-10|373790097990|adults_2550_female_urban.json
812-97-7085|2663239791378761|Frank|Wood|M|73095 Vanessa Landing|New Orleans|LA|70126|29.9987|-90.0446|382333|Lexicographer|1955-03-30|822123457099|adults_50up_male_urban.json
323-60-1397|4988192778851900|Richard|Little|M|8640 Brian Hills|Saint Joseph|MO|64506|39.7893|-94.8043|87116|Copywriter, advertising|2001-04-02|286456738378|young_adults_male_urban.json
157-36-5570|6011851744600453|Cody|Davis|M|991 Wilson Greens|Sebring|FL|33870|27.4924|-81.4357|50835|Lecturer, further education|1963-11-30|976324714626|adults_50up_male_urban.json
188-74-3479|3530448818984845|Brian|Powell|M|6154 Derrick Court|Camden|TN|38320|36.0556|-88.1119|10686|Theatre stage manager|1971-03-17|115981337464|adults_50up_male_urban.json
044-61-5917|6011429831522912|Lynn|Smith|F|228 Veronica Avenue|Springfield|VA|22153|38.7449|-77.237|104396|Scientist, research (medical)|1963-03-24|300111152241|adults_50up_female_urban.json
814-94-3073|30306396384526|Jennifer|Garza|F|3916 Wong Parks Apt. 169|Great Falls|MT|59405|47.495|-111.2502|72079|Engineer, aeronautical|1978-08-15|278085326817|adults_2550_female_urban.json
591-24-9507|2242033016234192|Aaron|Clark|M|061 Clark Divide|Gilbertsville|PA|19525|40.3059|-75.5953|14107|Data processing manager|1975-05-12|711780509695|adults_2550_male_urban.json
890-48-5327|6584732365337749|Jessica|King|F|2007 Harris Creek Suite 244|Defiance|OH|43512|41.2799|-84.3626|28674|Editor, film/video|1956-03-11|843643900137|adults_50up_female_urban.json
485-98-8677|2717543734764276|Daniel|Conway|M|76388 Daniel Stravenue|Hialeah|FL|33015|25.9388|-80.3165|347944|Metallurgist|1967-06-20|281414968435|adults_50up_male_urban.json
279-85-8463|4019134438998278029|Tina|Murphy|F|507 Jacob Street Suite 644|Tucson|AZ|85747|32.0984|-110.7272|865276|Theatre director|1960-05-13|688051470363|adults_50up_female_urban.json
686-78-9261|3516793350557386|Felicia|Perez|F|119 Jesse Way|Grand Forks|ND|58201|47.901|-97.0446|54948|Armed forces logistics/support/administrative officer|1982-09-04|511981401938|adults_2550_female_urban.json
548-95-1190|2707233351040968|Bryan|Ramirez|M|15391 Linda Turnpike Apt. 074|Cleveland|OH|44130|41.3826|-81.7964|769341|Special educational needs teacher|1979-01-11|722271927326|adults_2550_male_urban.json
863-63-3545|6511893940655787|Michael|Johnson|M|904 George Estate|Georgiana|AL|36033|31.6287|-86.734|4299|Facilities manager|1983-03-19|50412071277|adults_2550_male_urban.json
201-27-3239|4707392013546212|Roy|Moore|M|25082 Rodriguez Track Apt. 312|Rumford|RI|02916|41.8425|-71.3559|8139|Pathologist|1959-02-07|477207114932|adults_50up_male_urban.json
717-22-4361|3572989376297459|David|Lewis|M|64687 Nancy Crescent|Shawnee Mission|KS|66210|38.9273|-94.7143|370212|Computer games developer|1960-10-20|59703614299|adults_50up_male_urban.json
755-90-8742|2707692082832300|Jordan|Lawson|M|88158 Jordan Isle|Hamburg|NJ|07419|41.1467|-74.5874|9160|Stage manager|2007-10-26|906822987884|young_adults_male_urban.json
046-55-8037|4318297168157|Joel|Maldonado|M|00000 Marcus Throughway Apt. 137|Watertown|WI|53098|43.2764|-88.7154|31134|Chief Technology Officer|1952-01-24|860878859875|adults_50up_male_urban.json
664-48-0938|4255618444218294|Mary|Fernandez|F|8122 Mason Turnpike Apt. 567|Clinton|MD|20735|38.7549|-76.9026|35421|Architect|1965-05-04|478919535407|adults_50up_female_urban.json
027-06-9818|501843655157|Nathaniel|Hill|M|6913 Hernandez Grove|Owens Cross Roads|AL|35763|34.6215|-86.4644|14216|Sales promotion account executive|2000-11-25|405108360912|young_adults_male_urban.json
051-47-5082|4080706336998791|Heather|Lutz|F|10401 King Pines|Oklahoma City|OK|73115|35.4449|-97.446|640470|Company secretary|1933-07-02|613708757318|adults_50up_female_urban.json
757-01-4287|4287738363816431|Christopher|Jones|M|428 Russell Estate Apt. 362|Jackson|MS|39204|32.2832|-90.2306|233060|Merchandiser, retail|1961-01-03|797670987632|adults_50up_male_urban.json
442-28-1706|4170646255402635582|Michael|Carter|M|176 Jenkins Harbors|Marrero|LA|70072|29.8598|-90.1105|56344|Horticultural therapist|1978-12-22|633563425466|adults_2550_male_urban.json
518-03-3701|3553888245279057|Andrew|Mcdaniel|M|3333 Lee Pine|Portland|OR|97236|45.4887|-122.5091|841711|Furniture designer|1950-01-17|346119051553|adults_50up_male_urban.json
405-94-3636|4119787180933915|Mark|Gonzalez|M|65306 Jennifer Corner|San Pedro|CA|90732|33.742|-118.3121|80777|Veterinary surgeon|1981-02-27|557320769935|adults_2550_male_urban.json
777-42-6379|2486880023009156|Richard|Rodriguez|M|803 Cook Route|Fort Lee|NJ|07024|40.8503|-73.9745|35353|Research scientist (medical)|1979-11-24|799997303737|adults_2550_male_urban.json
843-77-1962|3509365952014915|Robert|Pitts|M|84336 Cooper Burg Apt. 632|Clementon|NJ|08021|39.8036|-75.0058|44833|Designer, industrial/product|1960-08-26|240267343088|adults_50up_male_urban.json
617-65-2423|2247455611404281|Joshua|Shepard|M|0537 Patterson Turnpike|San Angelo|TX|76901|31.4782|-100.4818|103927|Armed forces training and education officer|1964-08-21|762439756486|adults_50up_male_urban.json
120-96-2111|6011030835669103|James|Cohen|M|3123 Merritt Knolls|Grenada|MS|38901|33.7751|-89.8087|18403|Associate Professor|1993-04-07|475957098855|adults_2550_male_urban.json
564-24-7148|3577682938440130|Elizabeth|Spencer|F|54378 Rick Forest Apt. 591|Fruitland Park|FL|34731|28.8639|-81.8998|10815|Astronomer|2000-04-27|730584565976|young_adults_female_urban.json
463-89-0296|3585991449207494|Robert|Powell|M|964 Davis Pike Suite 285|New Albany|IN|47150|38.3089|-85.8221|47472|TEFL teacher|1967-08-10|701729361186|adults_50up_male_urban.json
255-19-5413|3540849932312342|Richard|Parsons|M|9806 Veronica Mountains Apt. 617|Jackson|TN|38301|35.6102|-88.814|86421|Pensions consultant|1997-05-09|983428722963|adults_2550_male_urban.json
658-57-2850|3548389359538287|Peter|Huff|M|56129 Peterson Plaza Apt. 695|Alpine|UT|84004|40.4616|-111.7689|9818|Sport and exercise psychologist|2005-01-14|161819568070|young_adults_male_urban.json
677-35-1532|180096561308768|Annette|Rivas|F|85951 Bridges Trail|Lynchburg|VA|24502|37.3825|-79.2181|99291|Geologist, engineering|1982-10-09|594417763558|adults_2550_female_urban.json
247-76-5092|180000273008690|James|Mcclure|M|16831 Elizabeth Via|Baton Rouge|LA|70808|30.4066|-91.1468|378909|Veterinary surgeon|1984-01-25|903381263204|adults_2550_male_urban.json
050-09-6148|213194149150769|Raymond|Roy|M|762 Jessica Forges|Thorndale|TX|76577|30.6082|-97.1764|3046|Health service manager|1966-11-12|18340032237|adults_50up_male_urban.json
452-57-9812|4207266292508177606|William|Cunningham|M|0688 Jones Fields|Cranston|RI|02910|41.7766|-71.4383|70908|Engineer, civil (contracting)|1932-11-06|499086652079|adults_50up_male_urban.json
092-17-5148|343561781703217|Blake|Martin|M|36385 Taylor Plains Suite 613|Wantagh|NY|11793|40.685|-73.5103|32298|Engineering geologist|1958-11-24|83526330772|adults_50up_male_urban.json
559-38-5032|4295026480164403731|Michael|Collier|M|8127 Contreras Extension Apt. 102|Roebling|NJ|08554|40.1154|-74.7772|3818|Chief Executive Officer|1994-09-22|540642672764|adults_2550_male_urban.json
550-24-1677|4486298579736385|David|Wilson|M|560 Perez Terrace|Summerton|SC|29148|33.5946|-80.3606|6230|Production assistant, television|1963-01-15|815870988459|adults_50up_male_urban.json
505-90-9644|180061770673683|Penny|Thomas|F|0682 Donna Extension|Miami|FL|33173|25.6992|-80.3618|1737737|Education administrator|1967-10-11|692451413105|adults_50up_female_urban.json
336-87-2609|2295058714692181|Marisa|Giles|F|259 Novak Throughway|Green Bay|WI|54311|44.4914|-87.9267|179116|Therapist, music|1967-11-19|47050899490|adults_50up_female_urban.json
605-69-4400|4998480220509|Tiffany|Holt|F|869 Romero Highway|Robbins|TN|37852|36.3527|-84.5904|2558|Conservator, furniture|1957-12-20|967648131420|adults_50up_female_urban.json
346-95-9990|213114578870711|Heather|White|F|6738 Anthony Ridges Suite 461|Wellsville|OH|43968|40.6171|-80.6621|7182|Visual merchandiser|1945-08-09|790546631667|adults_50up_female_urban.json
680-60-8109|3568299687225892|Craig|Gamble|M|858 Raymond Ferry|Sacramento|CA|95820|38.5347|-121.4451|757530|Field seismologist|1985-05-12|57418047330|adults_2550_male_urban.json
031-85-5905|6595790012482554|Derrick|White|M|9632 Serrano Ridge Suite 232|Shawnee Mission|KS|66220|38.9613|-94.8222|370212|Site engineer|1998-03-01|634535721783|young_adults_male_urban.json
809-51-3641|4562415285720|Suzanne|Cooper|F|269 Miranda Forges|Westerville|OH|43081|40.1146|-82.9105|85937|Lobbyist|2001-02-28|667995150787|young_adults_female_urban.json
105-29-8266|2706550784685098|Erica|Freeman|F|3034 Natalie Passage Apt. 179|Fort Lauderdale|FL|33332|26.0596|-80.4146|711693|Radio broadcast assistant|1974-08-03|52247482141|adults_2550_female_urban.json
535-91-5466|3540153641547151|Samantha|Harris|F|259 Lisa Mountains|San Pedro|CA|90731|33.7339|-118.2914|80777|Scientist, water quality|1962-10-10|258116272614|adults_50up_female_urban.json
459-41-0751|676242141056|Cassandra|Reyes|F|987 Cassie Village|Ashburn|VA|20148|39.0142|-77.5285|82396|Conservator, museum/gallery|1977-07-03|527240585155|adults_2550_female_urban.json
279-47-2127|4622586605989|Jason|Webster|M|4227 Dixon Streets Suite 859|Roselle|NJ|07203|40.653|-74.261|21085|Pharmacist, hospital|1977-03-24|403574606543|adults_2550_male_urban.json
807-92-4720|4491165020002456|Margaret|Willis|F|32155 Jared Islands|Charlotte|NC|28208|35.2358|-80.8964|790689|Librarian, public|1944-10-18|36423595547|adults_50up_female_urban.json
209-82-6975|213114448896698|Lisa|Moran|F|3677 Day Drive|Oakland Gardens|NY|11364|40.7428|-73.7588|34555|Accounting technician|1958-10-02|399989172813|adults_50up_female_urban.json
757-91-2748|373183281231236|Lisa|Johns|F|491 Nicholas Branch|Opp|AL|36467|31.2799|-86.2571|10058|Chemical engineer|1979-07-14|268519596983|adults_2550_female_urban.json
269-63-2624|4508276817226|Stephanie|Castillo|F|5847 Nicholas Wall Apt. 529|Bloomingdale|IL|60108|41.9483|-88.0782|22735|Chemical engineer|1967-02-18|899842584633|adults_50up_female_urban.json
760-59-6266|4160827172173373|Richard|Chandler|M|52229 Joyce Extension|Merrillville|IN|46410|41.4957|-87.3509|38340|Chiropractor|1982-10-15|471298809335|adults_2550_male_urban.json
674-75-1235|4388232553983589|Teresa|Adams|F|7732 Roberts Brooks|Leitchfield|KY|42754|37.4603|-86.3249|15349|Teacher, English as a foreign language|1933-02-15|284896451470|adults_50up_female_urban.json
592-64-1909|4997029271205391|Julie|Rose|F|137 Taylor Point Apt. 220|Stafford|VA|22556|38.4718|-77.5102|77138|Chief Technology Officer|1991-08-21|872456963158|adults_2550_female_urban.json
407-94-0890|213120048797889|Katie|Carroll|F|358 Lopez Route Suite 003|Keller|TX|76244|32.931|-97.2843|95035|Adult guidance worker|1958-05-24|258995562548|adults_50up_female_urban.json
661-11-9383|3517152391029294|Nicole|Beck|F|3748 Brian View|Killen|AL|35645|34.9016|-87.5082|14060|Engineer, chemical|1938-03-13|8210493341|adults_50up_female_urban.json
426-61-1355|4191260221323|Bruce|Mcdaniel|M|7201 Darren Light Suite 122|Cadiz|KY|42211|36.802|-87.8286|13422|Architectural technologist|1994-08-14|679124338217|adults_2550_male_urban.json
458-18-5619|4339304936653807|Mary|Gibson|F|124 Craig Haven Apt. 868|Avondale|WV|24811|37.3752|-81.6539|599|Counselling psychologist|1978-01-31|373326842305|adults_2550_female_rural.json
591-86-5352|4946209355610391|Linda|Anderson|F|13712 Lee Knolls Suite 856|Westminster|CA|92683|33.7524|-117.9939|89747|Information systems manager|1955-04-18|232488012574|adults_50up_female_urban.json
266-10-2559|503870615922|Karen|Grant|F|29907 Ryan Wall Apt. 632|Granby|MA|01033|42.2557|-72.52|6227|Computer games developer|1988-12-02|312931364007|adults_2550_female_urban.json
667-14-5610|372034030109564|Tyler|Elliott|M|6491 Ramos Springs Suite 546|Salem|NH|03079|42.7846|-71.2176|28776|Drilling engineer|1986-01-25|274644991542|adults_2550_male_urban.json
492-14-2243|4601080181030683173|James|Hines|M|2680 Zachary Valleys|Luray|VA|22835|38.6548|-78.4596|11634|Medical technical officer|1975-07-19|117887236764|adults_2550_male_urban.json
607-04-1773|347138067130732|Gary|Novak|M|8474 Laurie Extensions Apt. 300|Apex|NC|27539|35.7127|-78.821|49523|Systems analyst|1978-01-14|199437219108|adults_2550_male_urban.json
545-68-5822|36694703180537|Zoe|Lara|F|627 Massey Lock|Lenoir City|TN|37771|35.8104|-84.2665|26526|Press sub|1990-11-15|166744344580|adults_2550_female_urban.json
362-75-1050|213127000466619|Emily|Rivera|F|10797 Martinez Glen|Stacy|MN|55079|45.3975|-93.0177|8329|Applications developer|1987-09-07|820423140435|adults_2550_female_urban.json
269-75-3866|213194905315200|David|Lynch|M|497 Logan Pines|Loganville|GA|30052|33.8769|-83.8968|59451|Research officer, government|1957-04-16|247557111436|adults_50up_male_urban.json
067-26-7590|3516698416612374|Dustin|Williams|M|433 Kathleen Mews Apt. 389|Glendale|AZ|85301|33.5311|-112.1767|280389|Therapist, nutritional|1997-01-18|641191827393|adults_2550_male_urban.json
117-79-7309|502042620372|Amber|Murray|F|16020 Davis Plains|Uniontown|OH|44685|40.9637|-81.4211|27556|Charity officer|1933-05-05|404737148249|adults_50up_female_urban.json
586-66-9757|180021170889487|Andre|Hoover|M|644 Eugene Crest|Utica|MS|39175|32.1229|-90.6047|4843|Production engineer|1981-12-06|970434130050|adults_2550_male_urban.json
535-66-3820|3585708200480676|Erica|Estrada|F|69149 Davis Rue|Denville|NJ|07834|40.8897|-74.4844|17722|Chartered accountant|1974-02-11|175810829831|adults_2550_female_urban.json
512-87-9674|4968827697040953141|Summer|Davis|F|56078 Gregory Haven Apt. 565|Ocala|FL|34474|29.1565|-82.2095|207224|Clinical biochemist|1966-05-20|637631873395|adults_50up_female_urban.json
687-83-6524|4096496683496043|Jesse|Edwards|M|0285 Paul Estate|Argos|IN|46501|41.2308|-86.2506|3856|Market researcher|1934-05-30|835714725252|adults_50up_male_urban.json
846-81-6663|4089348688390624676|Brittany|Archer|F|916 Cindy Circles Apt. 413|Farmdale|OH|44417|41.3923|-80.6628|1659|Clinical scientist, histocompatibility and immunogenetics|1995-04-09|986066500253|adults_2550_female_rural.json
367-85-9826|4361337605230458|Kristie|Davis|F|025 Christensen Park Apt. 419|Decatur|AL|35601|34.5896|-86.9887|64979|Chief Strategy Officer|1999-06-12|349734538563|young_adults_female_urban.json
033-25-4738|4966177182498980888|Tina|Blair|F|8214 Scott Loop Apt. 359|Mesa|AZ|85205|33.4368|-111.7129|478404|Electrical engineer|1979-02-15|433444305880|adults_2550_female_urban.json
386-34-8945|6011969874869415|Erin|Chapman|F|011 Jennifer Springs Apt. 075|Hawthorne|CA|90250|33.9143|-118.3493|93193|Fine artist|1977-04-26|976596062877|adults_2550_female_urban.json
360-15-1154|30160398863650|David|Daugherty|M|89455 Nicholas Avenue|Albuquerque|NM|87111|35.1347|-106.5222|641349|Artist|1959-07-06|652941429071|adults_50up_male_urban.json
667-74-4934|4894204664896676|Jason|Murphy|M|2045 Grimes Overpass Suite 580|Lockport|NY|14094|43.16|-78.6923|50666|Teacher, English as a foreign language|1964-04-28|860928862867|adults_50up_male_urban.json
787-41-3617|4623546622650|Mercedes|Brown|F|599 Perez Center Apt. 622|Washington|DC|20001|38.9122|-77.0177|601723|Commissioning editor|2005-07-01|163959980994|young_adults_female_urban.json
186-98-7405|6574625916011247|Michael|Garcia|M|488 Holder Avenue Apt. 179|Providence|RI|02909|41.8206|-71.4443|203571|Scientist, clinical (histocompatibility and immunogenetics)|1986-01-03|438009262556|adults_2550_male_urban.json
729-64-9156|4129957047264261|Angela|Cross|F|38437 Perez Key|Hicksville|NY|11801|40.7623|-73.523|39553|Theatre stage manager|1977-05-16|424039957450|adults_2550_female_urban.json
050-60-9079|345482421838545|Ivan|Goodwin|M|06445 Pearson Junction Apt. 311|Englewood|CO|80112|39.5805|-104.9011|99594|Counselling psychologist|1998-02-10|214509840951|young_adults_male_urban.json
731-58-4678|180091776334279|Carolyn|Lee|F|217 Klein Shoal Apt. 196|Painesville|OH|44077|41.7079|-81.199|56491|Fine artist|1966-03-30|46500329163|adults_50up_female_urban.json
337-92-3185|630493588242|Marcus|Perez|M|0018 Jennifer Locks|La Verne|CA|91750|34.1159|-117.7708|33249|Prison officer|2006-09-03|556087328564|young_adults_male_urban.json
527-09-6963|344445446083851|Melissa|Alvarez|F|8105 Dawn Crossing|Henderson|NV|89052|35.9878|-115.1167|264999|Data processing manager|1973-10-01|500521018395|adults_2550_female_urban.json
525-85-4186|180099969882905|Elizabeth|Galloway|F|271 Franco Springs Apt. 463|Katy|TX|77449|29.8323|-95.736|250975|Animator|1977-02-02|97969165375|adults_2550_female_urban.json
554-96-6248|3524238397283398|Rebecca|Hernandez|F|870 Mora Estate|Seymour|CT|06483|41.3862|-73.0817|16540|Tax adviser|1960-05-09|567676146076|adults_50up_female_urban.json
051-92-9472|213122101023203|Alexis|Holt|F|6610 William Roads Suite 610|Three Rivers|MI|49093|41.9596|-85.6371|18380|Sports development officer|1968-07-06|898007273115|adults_50up_female_urban.json
194-48-6287|2260384531980745|Jennifer|Potter|F|54695 Austin Flat|Anoka|MN|55303|45.2825|-93.4186|46352|Adult guidance worker|1967-01-19|916791023343|adults_50up_female_urban.json
187-01-6064|4967150066664110652|Edwin|Miller|M|340 Weaver Courts|Belle Glade|FL|33430|26.6843|-80.6724|21427|Oceanographer|1985-10-03|900285783712|adults_2550_male_urban.json
276-99-7692|676190583663|Joshua|Phillips|M|8999 Moore Rest|Willow Spring|NC|27592|35.547|-78.6717|15244|Psychiatric nurse|1996-02-15|16256071727|adults_2550_male_urban.json
240-70-7102|213178791505966|Catherine|Chavez|F|760 David Corners|Chicopee|MA|01013|42.1596|-72.6082|55307|Consulting civil engineer|1969-12-18|968221405116|adults_50up_female_urban.json
466-81-8553|3560418095217550|Jordan|Mata|M|7741 Tracy Lights|Fayette|IA|52142|42.8494|-91.8139|1871|Town planner|1976-03-13|859787505094|adults_2550_male_rural.json
099-70-9035|4199626422297585|Laurie|Cole|F|542 Madeline Key Suite 570|Terre Haute|IN|47807|39.471|-87.4009|95238|Investment banker, operational|1967-07-16|856567308024|adults_50up_female_urban.json
130-01-9470|4570900163564076|Carolyn|Wilcox|F|2828 Clay Turnpike Suite 001|Corpus Christi|TX|78410|27.8458|-97.596|306433|Radiographer, diagnostic|1958-03-17|715198687055|adults_50up_female_urban.json
188-21-4290|3531261685071052|Tommy|May|M|19509 Megan Valley|West Bloomfield|MI|48324|42.5961|-83.3819|66323|Clinical embryologist|1966-07-31|897566796191|adults_50up_male_urban.json
089-41-3047|6011053709230075|Andrea|Jordan|F|007 Escobar Village Apt. 894|Boston|MA|02120|42.3325|-71.0964|386505|Surveyor, planning and development|1977-05-09|359537624411|adults_2550_female_urban.json
233-83-2308|3569893652944716|Jennifer|Oconnor|F|3481 Rachel Stream|Brandon|MS|39047|32.3886|-89.9584|68737|Building services engineer|1934-12-20|283620405974|adults_50up_female_urban.json
047-20-5764|180032174357488|Pamela|Colon|F|68064 Williams Meadow Suite 398|Omaha|NE|68104|41.2919|-95.9999|518429|English as a foreign language teacher|1994-04-22|790229857846|adults_2550_female_urban.json
307-70-8248|4253646280553|Anthony|Velasquez|M|065 Harvey Knoll Apt. 562|Wilder|ID|83676|43.6579|-116.9122|4347|Engineer, land|1963-07-20|199993309811|adults_50up_male_urban.json
609-05-8862|371074091311171|Peggy|Pugh|F|025 Padilla Mills|North Attleboro|MA|02760|41.9775|-71.3298|26739|Neurosurgeon|1964-04-30|751851133791|adults_50up_female_urban.json
173-82-0390|6535412012275952|Shelby|Brown|F|0151 Lewis Stravenue|Simi Valley|CA|93063|34.3046|-118.6844|126874|Education officer, museum|1963-01-10|965966086192|adults_50up_female_urban.json
818-84-9638|4950740717327980591|Michael|Schneider|M|100 Roberts Springs|Hutto|TX|78634|30.5257|-97.5672|22791|Wellsite geologist|1965-10-22|847414495604|adults_50up_male_urban.json
209-89-9486|5145203608941188|Elizabeth|Austin|F|59928 Reed Terrace|Winlock|WA|98596|46.494|-122.9158|6524|Financial planner|1966-05-31|411927317910|adults_50up_female_urban.json
349-19-0749|371006799006968|Terri|Stout|F|86774 Kimberly Garden|Easton|PA|18045|40.6957|-75.2865|83703|Quality manager|1981-04-18|294209356510|adults_2550_female_urban.json
734-28-3176|3549530067762557|Adam|Martin|M|17365 Anderson Lock Apt. 417|Cheyenne|WY|82007|41.1084|-104.8107|86283|Soil scientist|1993-04-06|202957696746|adults_2550_male_urban.json
063-81-3061|4334511009060539|Aaron|Duran|M|430 Olivia Crescent Apt. 667|West Roxbury|MA|02132|42.2787|-71.1589|25861|English as a second language teacher|1966-10-22|149441575929|adults_50up_male_urban.json
007-37-5481|30598875921295|Norman|Wise|M|60336 Laura Square Apt. 755|Dresden|ME|04342|44.0785|-69.7457|1672|Scientist, research (life sciences)|1996-12-19|82405555868|adults_2550_male_rural.json
474-60-0405|3507115238023624|Annette|Pope|F|58189 Sharp Spur|Magnolia|AR|71753|33.2647|-93.2392|16848|Medical secretary|1983-09-14|105508205498|adults_2550_female_urban.json
109-99-1837|180038558819597|Paul|Vaughn|M|16880 Karen Trail Suite 378|Hutto|TX|78634|30.5257|-97.5672|22791|Trade mark attorney|1963-10-04|239908627265|adults_50up_male_urban.json
561-49-9973|4284540182272009|Cassandra|Lewis|F|232 Brian Corners Suite 474|New York City|NY|10009|40.7262|-73.9796|1577385|Engineer, mining|1971-04-14|144874152907|adults_50up_female_urban.json
766-15-1082|6599302020304238|Samuel|Anderson|M|5213 Robbins Canyon Apt. 816|Lewisport|KY|42351|37.909|-86.8957|3851|Legal executive|1990-11-10|55346391189|adults_2550_male_urban.json
260-51-3229|676305937770|Henry|Leach|M|832 Gabriela Run|Miami|FL|33177|25.5968|-80.4046|1737737|Designer, television/film set|1999-11-07|661384884419|young_adults_male_urban.json
426-88-1213|30469029831048|David|Sanford|M|96622 Laurie Flats Apt. 670|Corona|CA|92880|33.9208|-117.6096|233717|Retail banker|1928-01-19|399671948790|adults_50up_male_urban.json
571-48-6844|6506362198655045|Kevin|Maxwell|M|0766 Gail Rapids Apt. 396|Astoria|NY|11102|40.7706|-73.9265|148476|Local government officer|1973-10-22|330749144229|adults_2550_male_urban.json
620-49-2741|30322626114245|Daniel|Jenkins|M|585 Nunez Courts|Knightdale|NC|27545|35.7789|-78.4898|23006|Scientist, biomedical|1945-01-08|566292083754|adults_50up_male_urban.json
041-69-8078|3596234199643387|Gerald|Allen|M|472 Estrada Lakes|Florence|MS|39073|32.153|-90.1217|19685|Ship broker|2003-08-24|245826104860|young_adults_male_urban.json
267-26-0570|3511587605457698|Michael|Porter|M|9453 Rasmussen Mews Suite 974|Murfreesboro|TN|37130|35.8478|-86.3647|158701|Nurse, learning disability|1968-05-09|655962338361|adults_50up_male_urban.json
392-09-7060|4212545080951|Tammy|Giles|F|152 Carlson Islands Suite 966|Highland|CA|92346|34.1565|-117.1403|54923|Immigration officer|1992-02-08|493252252774|adults_2550_female_urban.json
116-31-0222|30423591426141|Amy|Contreras|F|893 Laura Estate Suite 145|Bloomington|IL|61704|40.4705|-88.9433|84349|Insurance broker|1970-03-08|786895951902|adults_50up_female_urban.json
464-73-6761|4310081785221|Tara|Miller|F|84523 Ochoa Shoals Suite 268|Warwick|RI|02886|41.7026|-71.4476|77398|Psychiatrist|1993-11-24|293173443659|adults_2550_female_urban.json
696-64-0797|2532086523777292|Jessica|Fleming|F|37014 Debbie Cape Suite 278|Lindenhurst|NY|11757|40.6884|-73.3745|45700|Biomedical scientist|1973-02-17|407747233774|adults_2550_female_urban.json
